Hotel_ID,Hotel_Name,Hotel_Group,Class,Total_Rooms,Year,Month,Month_Name,Occupied_Rooms,Occupancy_Rate,Avg_Room_Rate_AED,Room_Revenue_AED,Guest_Arrivals,Avg_Length_of_Stay,Source_Region,Source_Country,RevPAR,ADR,Total_Available_Rooms
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2022,12,December,209,0.871155455,1339.22,7633546.41,1767,3.5,Russia & CIS,Kazakhstan,1166.668808,1339.22,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,1,January,192,0.801501745,1197.95,6900197.25,1414,4.1,Western Europe,Germany,960.1590158,1197.95,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,2,February,184,0.76858718,3003.250258,6117406.89,1845,3.0,GCC,Oman,2308.259646,3003.250258,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,3,March,162,0.674541032,1059.29,5148161.67,1351,3.6,Western Europe,UK,714.5345696,1059.29,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,4,April,164,0.682680302,1037.59,5104963.31,1259,3.9,Western Europe,UK,708.3422546,1037.59,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,5,May,150,0.626037701,988.22,4042715.31,1119,4.0,Russia & CIS,Russia,618.662977,988.22,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,6,June,179,0.744211242,1074.09,5767865.54,1289,4.2,Western Europe,France,799.3498524,1074.09,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,7,July,185,0.772459708,1111.04,6166296.34,1618,3.4,Western Europe,France,858.2336345,1111.04,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,8,August,170,,1103.26,5626636.01,1552,3.3,GCC,Oman,,1103.26,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,9,September,158,,982.27,4655982.35,1355,3.5,Western Europe,France,,982.27,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,10,October,146,0.607703533,899.29,3938890.24,1328,3.3,South Asia,Pakistan,546.5017102,899.29,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,11,November,166,0.691710419,989.56,4928011.19,1972,2.5,South Asia,India,684.4889618,989.56,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2023,12,December,199,0.830686329,1268.12,7570686.9,1399,4.3,Western Europe,UK,1053.409947,1268.12,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,1,January,199,0.828244676,1419.45,7703739.38,1734,3.4,Russia & CIS,Russia,1175.651905,1419.45,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,2,February,189,0.787728773,1277.1,7241145.37,1522,3.7,Western Europe,France,1006.008415,1277.1,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,3,March,172,0.716531086,1301.3,6104279.8,1379,3.7,Russia & CIS,Kazakhstan,932.421902,1301.3,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,4,April,165,0.688161522,1100.52,5447567.43,1400,3.5,GCC,Kuwait,757.3355178,1100.52,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,5,May,161,0.671068332,1095.98,4812336.78,1701,2.8,Russia & CIS,Russia,735.47747,1095.98,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,6,June,189,0.78769636,1187.2,6731397.33,1587,3.6,Western Europe,UK,935.1531185,1187.2,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,7,July,193,0.805944713,1269.56,7350738.4,1410,4.1,South Asia,India,1023.19517,1269.56,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,8,August,191,0.796401127,1185.96,6795544.5,1724,3.3,Western Europe,UK,944.4998802,1185.96,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,9,September,170,0.706610469,1056.02,5385711.88,1397,3.7,South Asia,India,746.1947874,1056.02,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,10,October,154,0.640984864,1016.61,4696735.24,1226,3.8,GCC,Saudi Arabia,651.6316229,1016.61,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,11,November,169,0.705324838,1134.57,5752268.1,1644,3.1,South Asia,India,800.2404013,1134.57,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2024,12,December,211,0.88111003,3545.552353,8675745.69,1767,3.6,South Asia,Pakistan,3124.02174,3545.552353,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,1,January,218,0.906645419,1433.41,9374521.69,1910,3.4,GCC,Saudi Arabia,1299.594611,1433.41,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,2,February,206,0.858379725,1501.73,8437017.03,1720,3.6,Russia & CIS,Russia,1289.054585,1501.73,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,3,March,182,0.757473087,1247.08,6809038.02,1747,3.1,South Asia,Pakistan,944.6295369,1247.08,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,4,April,180,0.75033969,1339.82,6577300.35,1461,3.7,Russia & CIS,Russia,1005.320124,1339.82,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,5,May,167,0.69418153,1081.25,5417049.67,1397,3.6,Western Europe,Germany,750.5837797,1081.25,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,6,June,199,0.828212815,1308.5,7811745.92,1491,4.0,Western Europe,Germany,1083.716469,1308.5,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,7,July,194,0.810038488,1479.72,7829069.78,1784,3.3,Russia & CIS,Russia,1198.630151,1479.72,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,8,August,199,0.830300863,1239.33,7398810.63,2029,2.9,South Asia,India,1029.016769,1239.33,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,9,September,164,0.682761773,1301.63,5821842.44,1565,3.1,Russia & CIS,Russia,888.703207,1301.63,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,10,October,170,0.708916386,1086.73,5542341.76,1401,3.6,South Asia,India,770.4007043,1086.73,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,11,November,177,0.738233106,1242.14,6595756.15,1653,3.2,GCC,Saudi Arabia,916.9888707,1242.14,7200
DXBH-5S-008,Patterson-Juarez Hotel,Luxury,5 star,240,2025,12,December,212,0.88156591,1432.02,9107648.39,1982,3.2,GCC,Kuwait,1262.420015,1432.02,7200
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,1,January,169,0.664576783,795.95,4035491.09,1398,3.6,Russia & CIS,Russia,528.9698905,795.95,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,2,February,164,0.641987284,770.94,3793037.35,1207,4.1,Russia & CIS,Kazakhstan,494.9336769,770.94,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,3,March,91,0.358668753,757.15,2067020.54,754,3.6,Western Europe,UK,271.5660463,757.15,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,4,April,83,0.326742152,712.88,1775071.0,962,2.6,Russia & CIS,Kazakhstan,232.927945,712.88,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,5,May,81,0.317370528,614.86,1494100.76,753,3.2,South Asia,India,195.1384428,614.86,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,6,June,96,0.376515328,743.74,2141978.66,911,3.2,GCC,Oman,280.0295098,743.74,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,7,July,98,0.384265516,764.58,2247851.64,893,3.3,Western Europe,UK,293.8017285,764.58,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,8,August,91,0.35803008,731.2,1996174.3,825,3.3,Western Europe,UK,261.7915942,731.2,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,9,September,84,0.328020149,655.05,1650713.98,810,3.1,Russia & CIS,Russia,214.8695987,655.05,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,10,October,83,0.325129898,641.81,1598112.45,675,3.7,Russia & CIS,Kazakhstan,208.6716196,641.81,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,11,November,86,0.337959693,714.18,1842580.3,884,2.9,South Asia,India,241.3640533,714.18,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2020,12,December,105,0.413417398,868.41,2735492.03,989,3.2,GCC,Saudi Arabia,359.0158023,868.41,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,1,January,227,0.889610864,978.09,6660801.62,1886,3.6,Russia & CIS,Kazakhstan,870.1194901,978.09,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,2,February,213,0.836548585,942.22,6020815.74,1810,3.5,South Asia,India,788.2128077,942.22,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,3,March,192,0.752388672,874.17,5035238.26,1474,3.9,Russia & CIS,Kazakhstan,657.7156052,874.17,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,4,April,149,0.58608086,851.36,3805573.04,1268,3.5,Russia & CIS,Russia,498.9658012,851.36,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,5,May,139,0.543640772,731.16,3048934.98,1130,3.7,Russia & CIS,Kazakhstan,397.4883868,731.16,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,6,June,173,0.677666446,850.7,4415134.09,1386,3.7,GCC,Saudi Arabia,576.4908457,850.7,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,7,July,173,0.677468365,895.64,4648389.91,1642,3.2,Russia & CIS,Kazakhstan,606.7677662,895.64,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,8,August,176,0.691209051,861.59,4549202.48,1611,3.3,South Asia,India,595.5388063,861.59,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,9,September,155,0.609152995,806.04,3748104.94,1232,3.8,Western Europe,UK,491.0016797,806.04,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,10,October,203,0.7957978,742.34,4520861.52,2350,2.6,Western Europe,UK,590.7525386,742.34,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,11,November,215,0.843334594,841.63,5428501.86,2271,2.8,Russia & CIS,Russia,709.775694,841.63,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2021,12,December,252,0.99,981.29,7418580.78,2100,3.6,South Asia,Pakistan,971.4771,981.29,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,1,January,196,0.767123409,1234.84,6600767.57,2073,2.8,Russia & CIS,Russia,947.2746708,1234.84,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,2,February,190,0.743200693,1063.05,6059408.58,1527,3.7,Western Europe,UK,790.059497,1063.05,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,3,March,171,0.67056328,1049.07,5381747.88,1498,3.4,South Asia,Pakistan,703.4678203,1049.07,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,4,April,164,0.642641794,964.07,4743202.86,1772,2.8,South Asia,Pakistan,619.5516743,964.07,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,5,May,168,0.658646041,961.17,4403919.64,1319,3.8,Russia & CIS,Russia,633.0708156,961.17,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,6,June,193,0.755301782,1038.43,6012523.66,1288,4.5,GCC,Oman,784.3280293,1038.43,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,7,July,197,0.772784273,1092.53,6456847.53,1605,3.7,South Asia,India,844.2900014,1092.53,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,8,August,195,0.762766825,1016.01,5943657.82,1062,5.5,South Asia,India,774.9787223,1016.01,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,9,September,177,0.695762389,1002.43,4838982.03,1740,3.1,Russia & CIS,Russia,697.4530913,1002.43,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,10,October,157,0.617048443,899.04,4234466.93,1381,3.4,South Asia,India,554.7512319,899.04,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,11,November,198,,1003.35,5959921.6,1666,3.6,GCC,Saudi Arabia,,1003.35,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2022,12,December,223,0.873246772,1213.75,8119971.36,2245,3.0,Western Europe,Germany,1059.90327,1213.75,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,1,January,210,0.823777618,1151.37,7253640.81,1582,4.0,South Asia,India,948.4728356,1151.37,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,2,February,206,0.80658974,1134.25,7009654.07,2167,2.9,South Asia,India,914.8744123,1134.25,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,3,March,185,0.725991378,1206.01,6084855.45,1756,3.2,Russia & CIS,Russia,875.5528621,1206.01,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,4,April,173,0.680305756,2091.056702,5436855.55,1583,3.3,Russia & CIS,Russia,1422.557911,2091.056702,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,5,May,161,0.629850539,911.99,4404929.0,1158,4.2,Western Europe,UK,574.4173933,911.99,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,6,June,187,0.731599779,1069.28,5998654.64,1419,4.0,Western Europe,Germany,782.2850112,1069.28,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,7,July,190,0.745732679,1096.59,6250587.34,1702,3.3,South Asia,India,817.7629985,1096.59,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,8,August,184,0.722586665,1046.48,5776552.04,1784,3.1,Western Europe,Germany,756.1724931,1046.48,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,9,September,171,0.669134784,992.74,5092743.02,1338,3.8,South Asia,India,664.2768651,992.74,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,10,October,167,0.655044376,929.59,4657266.32,1793,2.8,South Asia,India,608.9227014,929.59,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,11,November,177,0.693963054,1101.79,5318620.75,1505,3.5,Russia & CIS,Russia,764.6015529,1101.79,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2023,12,December,219,0.857371674,1228.57,8071726.96,1683,3.9,Western Europe,UK,1053.341117,1228.57,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,1,January,218,0.854910361,1431.13,8508703.13,1681,3.9,Russia & CIS,Russia,1223.487864,1431.13,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,2,February,202,0.79156096,1341.25,7389060.2,2098,2.9,Russia & CIS,Russia,1061.681138,1341.25,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,3,March,190,0.743475138,1294.64,6708593.64,1965,2.9,Russia & CIS,Russia,962.5326521,1294.64,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,4,April,181,0.711517941,1107.3,6012614.35,1828,3.0,Western Europe,UK,787.8638164,1107.3,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,5,May,166,0.650471663,1099.21,4976430.12,1000,5.0,Russia & CIS,Russia,715.0049569,1099.21,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,6,June,205,0.804339441,1181.52,7266365.19,1769,3.5,South Asia,India,950.3431362,1181.52,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,7,July,214,0.838028389,1398.83,8164084.72,1930,3.3,Russia & CIS,Kazakhstan,1172.259251,1398.83,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,8,August,198,0.776761948,1195.65,7102186.1,1674,3.5,Western Europe,UK,928.7354235,1195.65,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,9,September,183,0.718903034,1036.99,5693096.04,1674,3.3,Western Europe,UK,745.4952572,1036.99,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,10,October,163,0.640820115,1080.68,4804120.93,1270,3.9,Russia & CIS,Russia,692.5214818,1080.68,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,11,November,180,0.704629637,1149.28,6206113.66,1892,2.9,GCC,Saudi Arabia,809.8167494,1149.28,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2024,12,December,222,0.870905824,1322.7,8809150.79,2069,3.2,Western Europe,UK,1151.947133,1322.7,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,1,January,214,0.839325522,1391.93,8936181.6,1895,3.4,GCC,Saudi Arabia,1168.282374,1391.93,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,2,February,204,,1380.35,8447726.55,1133,5.4,South Asia,Pakistan,,1380.35,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,3,March,185,0.726957201,1389.47,7010516.98,1395,4.0,Russia & CIS,Russia,1010.085222,1389.47,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,4,April,188,0.73583574,1178.99,6649492.73,1371,4.1,South Asia,Pakistan,867.5429795,1178.99,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,5,May,174,0.682596046,1103.77,5761700.41,1410,3.7,South Asia,India,753.4290375,1103.77,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,6,June,204,0.798533093,1247.16,7632648.16,1709,3.6,South Asia,Other,995.8985324,1247.16,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,7,July,214,0.837760738,1315.07,8442741.83,1815,3.5,South Asia,India,1101.714013,1315.07,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,8,August,200,0.784560139,1370.51,7475511.53,1883,3.2,Russia & CIS,Russia,1075.247517,1370.51,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,9,September,182,0.714309961,1253.91,6223966.7,1644,3.3,Russia & CIS,Russia,895.6804027,1253.91,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,10,October,181,0.709166223,1213.55,5990535.45,1524,3.6,Russia & CIS,Russia,860.6086696,1213.55,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,11,November,189,0.741665611,1346.71,6941674.69,1442,3.9,Russia & CIS,Kazakhstan,998.8084955,1346.71,7650
DXBH-5S-009,Burj Al Arab Millerton,Luxury,5 star,255,2025,12,December,226,0.885250547,1457.26,9880189.57,2762,2.5,GCC,Saudi Arabia,1290.040212,1457.26,7650
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,1,January,139,0.619069926,814.72,3397362.02,1066,3.9,GCC,Saudi Arabia,504.3686505,814.72,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,2,February,137,0.610190257,788.69,3241520.05,1500,2.7,South Asia,India,481.2509534,788.69,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,3,March,79,0.353168758,729.97,1730023.32,732,3.2,GCC,Kuwait,257.8025986,729.97,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,4,April,76,0.33895249,701.61,1599669.81,746,3.1,South Asia,Pakistan,237.8124568,701.61,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,5,May,72,0.321675128,643.1,1389088.13,806,2.7,GCC,Saudi Arabia,206.8692747,643.1,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,6,June,81,0.360445313,737.41,1791901.92,645,3.8,Western Europe,UK,265.7959781,737.41,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,7,July,87,0.390582081,758.19,1978881.38,811,3.2,Western Europe,UK,296.135428,758.19,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,8,August,84,0.376947606,748.76,1886871.62,732,3.4,Western Europe,Germany,282.2432896,748.76,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,9,September,77,0.345049393,659.42,1523260.48,539,4.3,Russia & CIS,Kazakhstan,227.5324707,659.42,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,10,October,73,0.328076214,648.9,1421098.72,595,3.7,Western Europe,UK,212.8886555,648.9,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,11,November,75,0.33468437,721.47,1623316.39,742,3.0,South Asia,India,241.4647321,721.47,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2020,12,December,95,0.425259001,863.68,2461478.15,849,3.4,South Asia,Pakistan,367.2876938,863.68,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,1,January,199,0.890407581,983.47,5871296.03,1812,3.3,GCC,Saudi Arabia,875.6891435,983.47,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,2,February,180,0.805632753,928.01,5011228.06,1721,3.1,Russia & CIS,Russia,747.6352512,928.01,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,3,March,176,0.78504507,898.63,4744779.78,1429,3.7,GCC,Oman,705.4650513,898.63,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,4,April,130,0.582085594,828.46,3230985.79,931,4.2,South Asia,Other,482.2346312,828.46,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,5,May,121,0.540547288,723.97,2627996.78,1044,3.5,Western Europe,UK,391.3400204,723.97,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,6,June,152,0.676726769,877.4,4000957.82,1467,3.1,Western Europe,UK,593.760067,877.4,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,7,July,157,0.702054935,928.85,4374893.95,1190,4.0,Western Europe,UK,652.1037268,928.85,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,8,August,154,0.688197166,877.86,4055696.47,1691,2.7,Russia & CIS,Russia,604.140764,877.86,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,9,September,132,0.589696935,811.01,3211614.93,1204,3.3,Western Europe,France,478.2501115,811.01,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,10,October,181,0.809945447,733.91,3985131.97,1443,3.8,Western Europe,UK,594.4270634,733.91,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,11,November,201,0.895770757,808.61,4875923.69,1730,3.5,South Asia,India,724.3291916,808.61,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2021,12,December,222,0.99,993.83,6618909.4,2472,2.7,Western Europe,UK,983.8917,993.83,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,1,January,183,0.817812029,,6182057.31,1703,3.2,Western Europe,UK,,,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,2,February,174,0.777356895,1104.25,5764188.63,1117,4.7,GCC,Oman,858.3963514,1104.25,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,3,March,160,0.715819936,1011.15,4853539.92,1224,3.9,South Asia,India,723.8013287,1011.15,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,4,April,142,0.635242793,1075.85,4166480.96,1231,3.5,Russia & CIS,Kazakhstan,683.4259584,1075.85,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,5,May,144,0.641561127,871.2,3763601.0,1409,3.1,GCC,Oman,558.9280542,871.2,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,6,June,163,0.726327301,1020.34,4989468.44,1196,4.1,South Asia,India,741.1007983,1020.34,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,7,July,178,0.796506425,1090.52,5823377.58,1451,3.7,South Asia,Other,868.6061864,1090.52,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,8,August,166,0.741186997,1029.34,5126130.26,1347,3.7,Western Europe,Germany,762.9334238,1029.34,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,9,September,152,0.676818258,956.06,4359611.46,1365,3.3,Western Europe,France,647.0788634,956.06,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,10,October,138,0.614369455,852.47,3529225.61,1147,3.6,Western Europe,UK,523.7315291,852.47,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,11,November,174,0.777652643,1053.71,5000347.62,1433,3.6,Russia & CIS,Russia,819.4203666,1053.71,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2022,12,December,182,0.813520564,1158.81,6327099.29,1752,3.1,Western Europe,Germany,942.7157645,1158.81,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,1,January,189,0.844867414,1319.34,6800592.29,1419,4.0,Russia & CIS,Russia,1114.667373,1319.34,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,2,February,169,0.752851136,1097.09,5562242.94,2119,2.4,South Asia,Pakistan,825.9454529,1097.09,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,3,March,152,0.679046838,1066.11,4861455.72,1253,3.6,Western Europe,UK,723.9386245,1066.11,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,4,April,143,,1015.8,4357769.12,1228,3.5,South Asia,India,,1015.8,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,5,May,139,0.619279345,906.12,3778524.73,1057,3.9,GCC,Oman,561.1413999,906.12,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,6,June,158,0.703402327,1160.91,5002457.18,1490,3.2,Russia & CIS,Russia,816.5867953,1160.91,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,7,July,181,0.807853306,1226.95,6056690.21,1635,3.3,Russia & CIS,Kazakhstan,991.1956142,1226.95,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,8,August,170,0.760970643,1062.72,5419892.81,1558,3.3,Western Europe,UK,808.6987215,1062.72,6720
DXBH-5S-010,One&Only Clarkchester,Luxury,5 star,224,2023,9,September,146,0.651624878,959.35,4201958.51,1289,3.4,GCC,Oman,625.1363267,959.35,6720
